35, 86, 88, 56, 66, 25, 20, 24, 68, 56, 79, 80, 92, 92, 92, 85, 
86, 88, 92, 79, 80, 56, 79, 80, 56, 79, 80, 56, 79, 80, 85, 86, 
88, 85, 79, 80, 56, 79, 80, 56, 79, 80, 56, 79, 80, 56, 79, 80, 
56, 92, 90, 91, 92, 85, 56, 79, 80, 56, 79, 80, 79, 80, 56, 85, 
86, 88, 56, 66, 45, 45, 68, 56, 92, 56, 56, 56, 34,
35, 87, 89, 56, 66, 18, 83, 19, 68, 56, 79, 80, 90, 91, 85, 92, 
87, 89, 92, 79, 80, 56, 79, 80, 56, 79, 80, 56, 79, 80, 85, 87, 
89, 85, 79, 80, 56, 79, 80, 56, 79, 80, 56, 79, 80, 56, 79, 80, 
56, 90, 91, 92, 90, 91, 56, 79, 80, 56, 79, 80, 79, 80, 56, 92, 
87, 89, 56, 66, 45, 45, 68, 56, 85, 56, 56, 56, 34,
35, 57, 57, 57, 67, 18, 83, 19, 69, 57, 77, 78, 57, 57, 57, 57, 
57, 57, 57, 77, 78, 57, 77, 78, 57, 77, 78, 57, 77, 78, 57, 57, 
57, 57, 77, 78, 57, 77, 78, 57, 77, 78, 57, 77, 78, 57, 77, 78, 
57, 57, 57, 57, 57, 57, 57, 77, 78, 57, 77, 78, 77, 78, 57, 57, 
57, 57, 57, 67, 25, 24, 69, 57, 57, 57, 57, 57, 34,
35, 2, 2, 25, 20, 26, 83, 27, 20, 24, 0, 0, 3, 3, 3, 3, 
3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 30, 31, 1, 1, 1, 1, 
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 30, 31, 3, 3, 3, 3, 
3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 30, 31, 25, 20, 20, 24, 
2, 2, 25, 20, 26, 27, 20, 24, 2, 2, 25, 24, 34,
35, 2, 2, 18, 83, 83, 83, 83, 83, 19, 0, 0, 3, 3, 3, 3, 
3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 11, 5, 5, 5, 
5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 0, 0, 3, 3, 3, 3, 
3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 18, 28, 21, 23, 
2, 2, 22, 21, 29, 28, 21, 23, 2, 2, 22, 23, 34,
35, 2, 2, 18, 83, 83, 83, 83, 83, 19, 0, 0, 11, 5, 5, 5, 
5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 0, 0, 11, 5, 5, 5, 
5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 0, 0, 11, 5, 5, 5, 
5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 0, 0, 18, 19, 2, 2, 
25, 24, 2, 2, 18, 19, 2, 2, 25, 24, 2, 2, 34,
35, 2, 2, 18, 83, 83, 83, 83, 83, 19, 0, 0, 11, 5, 5, 5, 
5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 0, 0, 1, 1, 1, 1, 
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 11, 5, 5, 5, 
5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 0, 0, 18, 19, 2, 2, 
22, 23, 2, 2, 22, 23, 2, 2, 22, 23, 2, 2, 34,
35, 2, 2, 18, 83, 83, 83, 83, 83, 19, 0, 0, 11, 5, 5, 5, 
5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 0, 0, 1, 1, 1, 1, 
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 11, 5, 5, 5, 
5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 0, 0, 18, 27, 20, 24, 
2, 2, 25, 24, 2, 2, 25, 24, 2, 2, 25, 24, 34,
35, 2, 2, 18, 83, 83, 83, 83, 83, 19, 0, 0, 11, 5, 5, 5, 
5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 0, 0, 8, 4, 4, 4, 
4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 0, 0, 11, 5, 5, 5, 
5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 0, 0, 18, 28, 21, 23, 
2, 2, 22, 23, 2, 2, 22, 23, 2, 2, 22, 23, 34,
35, 2, 2, 18, 83, 83, 83, 83, 83, 19, 0, 0, 3, 3, 3, 3, 
3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 8, 4, 4, 4, 
4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 0, 0, 3, 3, 3, 3, 
3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 18, 19, 2, 2, 
