35, 56, 56, 66, 45, 45, 45, 45, 68, 56, 56, 53, 56, 56, 53, 56, 
56, 53, 56, 56, 53, 56, 56, 53, 56, 56, 53, 56, 56, 53, 56, 56, 
53, 56, 56, 53, 56, 56, 53, 56, 34,
35, 56, 56, 66, 45, 45, 45, 45, 68, 56, 56, 54, 56, 56, 54, 56, 
56, 54, 56, 56, 54, 56, 56, 54, 56, 56, 54, 56, 56, 54, 56, 56, 
54, 56, 56, 54, 56, 56, 54, 56, 34,
35, 57, 57, 67, 25, 20, 20, 24, 69, 57, 57, 55, 57, 57, 55, 57, 
57, 55, 57, 57, 55, 57, 57, 55, 57, 57, 55, 57, 57, 55, 57, 57, 
55, 57, 57, 55, 57, 57, 55, 57, 34,
35, 3, 3, 25, 26, 16, 16, 27, 24, 30, 32, 32, 31, 25, 20, 24, 
3, 3, 25, 20, 24, 3, 3, 25, 20, 20, 20, 20, 20, 20, 24, 30, 
32, 32, 31, 25, 20, 24, 3, 3, 34,
35, 3, 3, 18, 16, 16, 16, 16, 19, 0, 0, 0, 0, 18, 16, 19, 
3, 3, 18, 16, 19, 3, 3, 18, 16, 16, 16, 16, 16, 16, 19, 0, 
0, 0, 0, 18, 16, 19, 3, 3, 34,
35, 3, 3, 18, 16, 16, 16, 16, 19, 0, 0, 0, 0, 18, 16, 19, 
3, 3, 18, 16, 19, 3, 3, 18, 16, 28, 21, 21, 29, 16, 19, 0, 
0, 0, 0, 18, 16, 19, 3, 3, 34,
35, 3, 3, 18, 16, 16, 16, 16, 19, 0, 0, 0, 0, 18, 16, 27, 
20, 20, 26, 16, 19, 3, 3, 18, 16, 19, 3, 3, 18, 16, 27, 20, 
20, 20, 20, 26, 16, 19, 3, 3, 34,
35, 3, 3, 18, 16, 16, 16, 16, 19, 0, 0, 0, 0, 18, 16, 28, 
21, 21, 29, 16, 19, 3, 3, 18, 16, 19, 3, 3, 18, 16, 16, 16, 
16, 16, 16, 16, 16, 19, 3, 3, 34,
35, 3, 3, 18, 16, 16, 16, 16, 19, 0, 0, 0, 0, 18, 16, 19, 
3, 3, 18, 16, 19, 3, 3, 18, 16, 19, 3, 3, 18, 16, 16, 16, 
16, 16, 16, 16, 16, 19, 3, 3, 34,
35, 3, 3, 18, 16, 16, 16, 16, 27, 20, 20, 20, 20, 26, 16, 19, 
3, 3, 18, 16, 27, 20, 20, 26, 16, 19, 3, 3, 18, 16, 16, 16, 
16, 16, 16, 16, 16, 19, 3, 3, 34,
35, 3, 3, 22, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 23, 
3, 3, 22, 21, 21, 21, 21, 21, 21, 23, 3, 3, 22, 21, 21, 29, 
16, 16, 28, 21, 21, 23, 3, 3, 34,
42, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 
33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 38, 22, 
21, 21, 23, 37, 33, 33, 33, 33, 41,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 30, 
32, 32, 31, 34, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 
0, 0, 0, 34, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 
0, 0, 0, 34, 0, 0, 0, 0, 0,
43, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 
36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 40, 0, 
0, 0, 0, 39, 36, 36, 44, 0, 0,
35, 56, 53, 56, 56, 53, 56, 56, 53, 56, 56, 53, 56, 56, 53, 56, 
56, 53, 56, 56, 53, 56, 56, 53, 56, 56, 53, 56, 56, 53, 56, 0, 
0, 0, 0, 56, 53, 56, 34, 0, 0,
35, 56, 54, 56, 56, 54, 56, 56, 54, 56, 56, 54, 56, 56, 54, 56, 
56, 54, 56, 56, 54, 56, 56, 54, 56, 56, 54, 56, 56, 54, 56, 0, 
0, 0, 0, 56, 54, 56, 34, 0, 0,
35, 57, 55, 57, 57, 55, 57, 57, 55, 57, 57, 55, 57, 57, 55, 57, 
57, 55, 57, 57, 55, 57, 57, 55, 57, 57, 55, 57, 57, 55, 57, 25, 
20, 20, 24, 57, 55, 57, 34, 0, 0,
35, 3, 3, 25, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 
20, 20, 20, 20, 20, 20, 24, 30, 32, 32, 32, 32, 32, 31, 25, 26, 
16, 16, 27, 24, 3, 3, 34, 0, 0,
