35, 79, 80, 86, 88, 85, 90, 91, 56, 92, 56, 79, 80, 79, 80, 86, 
88, 92, 56, 56, 85, 56, 92, 90, 91, 86, 88, 79, 80, 79, 80, 79, 
80, 79, 80, 79, 80, 79, 80, 79, 80, 79, 80, 79, 80, 34,
35, 79, 80, 87, 89, 56, 85, 85, 56, 90, 91, 79, 80, 79, 80, 87, 
89, 90, 91, 85, 56, 85, 90, 91, 85, 87, 89, 79, 80, 79, 80, 79, 
80, 79, 80, 79, 80, 79, 80, 79, 80, 79, 80, 79, 80, 34,
35, 77, 78, 57, 57, 57, 57, 57, 57, 57, 57, 77, 78, 77, 78, 57, 
57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 77, 78, 77, 78, 77, 
78, 77, 78, 77, 78, 77, 78, 77, 78, 77, 78, 77, 78, 34,
35, 30, 31, 25, 20, 20, 20, 20, 20, 20, 24, 30, 31, 25, 20, 20, 
20, 20, 20, 20, 24, 2, 2, 2, 2, 25, 24, 30, 31, 8, 9, 30, 
31, 8, 9, 30, 31, 8, 9, 30, 31, 11, 10, 2, 2, 34,
35, 0, 0, 22, 21, 21, 21, 21, 21, 21, 23, 0, 0, 22, 21, 21, 
21, 29, 83, 83, 19, 2, 2, 2, 2, 18, 19, 0, 0, 8, 9, 0, 
0, 8, 9, 0, 0, 8, 9, 0, 0, 11, 10, 2, 2, 34,
35, 0, 0, 1, 1, 30, 31, 11, 10, 1, 1, 0, 0, 30, 32, 32, 
31, 18, 83, 83, 19, 2, 2, 2, 2, 18, 19, 0, 0, 8, 9, 0, 
0, 8, 9, 0, 0, 8, 9, 0, 0, 11, 10, 2, 2, 34,
35, 0, 0, 1, 1, 0, 0, 11, 10, 1, 1, 0, 0, 0, 0, 0, 
0, 18, 83, 83, 19, 2, 2, 2, 2, 18, 19, 0, 0, 8, 9, 0, 
0, 64, 65, 0, 0, 8, 9, 0, 0, 11, 10, 2, 2, 34,
35, 0, 0, 1, 1, 0, 0, 64, 65, 1, 1, 0, 0, 0, 0, 0, 
0, 18, 83, 83, 27, 20, 20, 20, 20, 26, 19, 0, 0, 64, 65, 0, 
0, 0, 0, 0, 0, 64, 65, 0, 0, 11, 10, 2, 2, 34,
35, 0, 0, 1, 1, 8, 9, 0, 0, 1, 1, 0, 0, 0, 0, 0, 
0, 22, 21, 21, 21, 21, 21, 21, 21, 21, 23, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 2, 2, 34,
35, 0, 0, 1, 1, 8, 9, 0, 0, 1, 1, 0, 0, 37, 33, 33, 
33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 
38, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 2, 2, 34,
35, 0, 0, 1, 1, 64, 65, 0, 0, 1, 1, 0, 0, 34, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 0, 0, 0, 0, 0, 0, 0, 0, 64, 65, 2, 2, 34,
35, 0, 0, 1, 1, 0, 0, 11, 10, 1, 1, 0, 0, 34, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 34,
35, 0, 0, 1, 1, 0, 0, 11, 10, 1, 1, 0, 0, 34, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 25, 20, 20, 20, 20, 20, 20, 20, 20, 24, 2, 2, 34,
35, 0, 0, 1, 1, 0, 0, 11, 10, 1, 1, 0, 0, 34, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 18, 83, 83, 83, 83, 83, 83, 83, 83, 19, 2, 2, 34,
35, 0, 0, 1, 1, 0, 0, 64, 65, 1, 1, 0, 0, 34, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 18, 83, 83, 83, 83, 83, 83, 83, 83, 19, 2, 2, 34,
35, 0, 0, 1, 1, 8, 9, 0, 0, 1, 1, 0, 0, 34, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 18, 83, 83, 83, 83, 83, 83, 83, 83, 19, 2, 2, 34,
35, 25, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 24, 34, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 18, 83, 83, 83, 83, 83, 83, 83, 83, 19, 2, 2, 34,
35, 18, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 19, 34, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 22, 21, 29, 83, 83, 83, 83, 83, 83, 19, 2, 2, 34,
35, 22, 21, 21, 21, 29, 83, 83, 28, 21, 21, 21, 23, 34, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 2, 2, 18, 83, 83, 83, 83, 83, 83, 19, 2, 2, 34,
42, 33, 33, 33, 38, 18, 83, 83, 19, 37, 33, 33, 33, 41, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 2, 2, 18, 83, 83, 83, 83, 83, 83, 19, 2, 2, 34,
0, 0, 0, 0, 35, 18, 83, 83, 19, 34, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 2, 2, 22, 21, 21, 21, 21, 21, 21, 23, 2, 2, 34,
0, 0, 0, 0, 35, 18, 83, 83, 19, 34, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
42, 33, 33, 33, 38, 45, 45, 45, 45, 37, 33, 33, 33, 41,
0, 0, 0, 0, 35, 18, 83, 83, 19, 34, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 35, 45, 45, 45, 45, 34, 0, 0, 0, 0,
0, 0, 0, 0, 35, 22, 21, 21, 23, 34, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 35, 45, 45, 45, 45, 34, 0, 0, 0, 0,
0, 0, 0, 0, 42, 33, 33, 33, 33, 41, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 35, 45, 45, 45, 45, 34, 0, 0, 0, 0
